Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,ObjectId,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
3080 Arthur Kill Rd,5071440000,5154910,503,Staten Island,226,51,"Clothing, Shoes",40.54385,-74.23232,Charleston-Richmond Valley-Tottenville,TRUE,3080,1118,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Arthur Kill Rd,,Planet Aid,http://www.planetaid.org/,POINT (-74.232314 40.543853),10309,10696,15,1,9,77
6372 Amboy Rd,5077020000,5087261,503,Staten Island,226,51,"Clothing, Shoes, Accessories, Bedding And Linens, Towels , Coats",40.52249,-74.21644,Charleston-Richmond Valley-Tottenville,FALSE,6372,590,Publicly Accessible Donation Bins,sales@americanrecyclingresources.com,732-796-8983,Amboy Rd,,American Recycling Resources,www.americanrecyclingresources.com/,POINT (-74.216442 40.52248800000001),10309,10696,15,1,9,77
259-55 Francis Lewis Blvd,4136860000,4290968,413,Queens,656,31,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.65539,-73.72669,Rosedale,FALSE,259-55,714,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Francis Lewis Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.726696 40.65538600000001),11422,24018,63,3,47,63
5801 Flatlands Ave,3077620000,3214915,318,Brooklyn,722,46,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.63155,-73.92007,Flatlands,FALSE,5801,973,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Flatlands Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.920069 40.631550000000004),11234,13825,5,2,8,38
144-29 Northern Blvd,4050030000,4113198,407,Queens,1163,20,"Clothing, Shoes, Coats, Towels",40.76502,-73.82247,Murray Hill,TRUE,144-29,829,Publicly Accessible Donation Bins,N/A,866-931-0232,Northern Blvd,,Carecycle Inc,carecyclecares.com/,POINT (-73.82247 40.765018999999995),11354,13832,22,3,3,67
2285 Flatbush Ave,3084880000,3239493,318,Brooklyn,672,46,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6148,-73.92777,Flatlands,FALSE,2285,971,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Flatbush Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.927773 40.614802),11234,13825,5,2,8,38
3533 Boston Rd,2047240000,2060266,212,Bronx,386,12,"Clothing, Shoes",40.87794,-73.84526,Eastchester-Edenwald-Baychester,FALSE,3533,525,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Boston Rd,,Usagain LLC,http://www.usagain.com/,POINT (-73.84526 40.877945999999994),10469,11607,29,5,2,30
910 Richmond Rd,5031680000,5046374,502,Staten Island,50,50,"Clothing, Shoes, Accessories, Coats, Bedding And Linens",40.60457,-74.09231,Grasmere-Arrochar-Ft. Wadsworth,TRUE,910,314,Nonprofit Organizations/Thrift Stores,church@cpc900.org,718-273-5850,Richmond Rd,,Christian Pentecostal Church,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3404&BId=3368,POINT (-74.092306 40.60457400000001),10304,10691,30,1,14,76
35-20 Francis Lewis Blvd,0,0,411,Queens,1139,19,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.76377,-73.78819,Auburndale,FALSE,35-20,892,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Francis Lewis Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.788193 40.76376999999999),11358,14193,26,3,20,69
1511 Metropolitan Ave,2039448000,2096777,209,Bronx,21001,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.83949,-73.85892,Parkchester,FALSE,1511,762,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Metropolitan Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.85892 40.83948699999999),10462,11271,58,5,31,26
460 MOTHER GASTON BLVD,3035260000,3081156,316,Brooklyn,906,41,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.66792,-73.90667,Brownsville,FALSE,460,28,Publicly Accessible Donation Bins,info@usagain.com,(917) 480-9323,MOTHER GASTON BLVD,,USAGAIN LLC,http://www.usagain.com/,POINT (-73.9066664 40.66792419999999),11212,17614,55,2,17,46
340 Willis Ave,2022860000,2000363,201,Bronx,41,8,"Clothing, Shoes, Bedding And Linens, Towels, Coats",40.81134,-73.92097,Mott Haven-Port Morris,TRUE,340,295,Nonprofit Organizations/Thrift Stores,N/A,718.292.9321,Willis Ave,,Abraham House,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=1997&BId=1954,POINT (-73.920964 40.81134),10454,10932,49,5,35,23
265 Nagle Ave,1022160000,1064706,112,Manhattan,293,10,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.86306,-73.92025,Marble Hill-Inwood,FALSE,265,1064,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Nagle Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.92024800000002 40.86305999999999),10034,13092,47,4,39,22
114 W 26 St,1008010000,1015020,104,Manhattan,91,3,Contact store for details,40.74497,-73.99242,Hudson Yards-Chelsea-Flatiron-Union Square,FALSE,114,42,Organizations/Thrift Stores,contact@bufex.com,(212) 675-3535,W 26 St,,Buffalo Exchange,https://www.buffaloexchange.com/locations/new-york-city/,POINT (-73.992415 40.744970000000016),10001,11722,12,4,10,7
538 3 Ave,3010320000,3023317,306,Brooklyn,117,39,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.66903,-73.99352,Park Slope-Gowanus,FALSE,538,939,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,3 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.993517 40.669031999999994),11215,17617,14,2,27,50
2456 Richmond Ave,5025200000,5041600,502,Staten Island,228,51,"Clothing, Shoes",40.5887,-74.16886,New Springville-Bloomfield-Travis,TRUE,2456,1125,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Richmond Ave,,Planet Aid,http://www.planetaid.org/,POINT (-74.16886 40.588705),10314,10700,30,1,9,75
795 Rockaway Ave,3036030000,3082386,316,Brooklyn,916,42,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.66038,-73.90812,Brownsville,FALSE,795,247,Publicly Accessible Donation Bins,info@usagain.com,347-963-3463,Rockaway Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.908122 40.66037699999999),11212,17614,55,2,25,46
45 W 34 St,1008360000,1015868,105,Manhattan,76,4,Denim only.,40.74974,-73.9869,Midtown-Midtown South,FALSE,45,169,Retail Store Takeback Programs,N/A,212-643-4358,W 34 St,,Levi Strauss,https://www.levi.com/US/en_US/blog/article/where-to-recycle-your-clothes/�,POINT (-73.9869 40.74974),10001,11722,11,4,51,8
4278 Arthur Kill Rd,5073280000,5103536,503,Staten Island,226,51,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.53779,-74.23678,Charleston-Richmond Valley-Tottenville,FALSE,4278,666,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Arthur Kill Rd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.23677800000002 40.53779100000001),10309,10696,15,1,9,77
146-17 133 Ave,4121090000,4262869,412,Queens,792,28,"Clothing, Shoes, Coats",40.66887,-73.79198,Baisley Park,TRUE,146-17,361,Nonprofit Organizations/Thrift Stores,N/A,718-529-2060,133 Ave,,Holy Ghost Upper Room Filling Station Ministry,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2045&BId=2002,POINT (-73.791982 40.66886399999999),11436,24671,41,3,46,71
375 Manor Rd,5003390000,5009228,501,Staten Island,147,50,"Clothing, Shoes",40.61848,-74.12324,Westerleigh,FALSE,375,409,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Manor Rd,,Usagain LLC,http://www.usagain.com/,POINT (-74.123239 40.61848199999999),10314,10700,4,1,14,74
870 10 Ave,0,0,104,Manhattan,139,3,"Clothing, Shoes, Linens, Accessories",40.769,-73.98839,Clinton,TRUE,870,185,Textile Recycling at Farmers' Markets,info@grownyc.org,212-788-7476,10 Ave,,57th StGreenmarket:GrowNYC Clothing & Textile Reycling Collection,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=60&BId=105,POINT (-73.988386 40.76899999999999),10019,12081,12,4,10,10
104 5 Ave,1008177000,1080621,105,Manhattan,54,3,The nonprofit Free the Girls accepts gently-used bras at this store location.,40.73713,-73.99305,Hudson Yards-Chelsea-Flatiron-Union Square,TRUE,104,56,Retail Store Takeback Programs,NYC5th@us.rigbyandpeller.com,(646) 762-0844,5 Ave,,Rigby & Peller - New York Fifth @16th,https://freethegirls.org/,POINT (-73.9930516 40.7371344),10011,12074,11,4,10,7
130 E 16 St,1008710000,1017811,106,Manhattan,50,2,Fabric,40.73493,-73.98734,Gramercy,TRUE,130,131,Nonprofit Organizations/Thrift Stores,info@teachingbeyondthesquare.org,212-228-5679,E 16 St,,Teaching Beyond the Square,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3859&BId=3854,POINT (-73.987342 40.734927),10003,11724,71,4,50,7
222-19 Linden Blvd,4113230000,4244411,413,Queens,596,27,"Clothing, Shoes, Accessories",40.6947,-73.73769,Cambria Heights,FALSE,222-19,638,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Linden Blvd,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.737683 40.694703),11411,15311,63,3,6,63
1740 Atlantic Ave,3013360000,3035554,308,Brooklyn,309,36,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67715,-73.93275,Crown Heights North,FALSE,1740,398,Publicly Accessible Donation Bins,info@usagain.com,718-773-7414,Atlantic Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.932744 40.677150000000005),11213,17615,16,2,49,49
111 E 12 St,1005580000,1009028,103,Manhattan,42,2,"Clothing, Shoes, Accessories",40.73262,-73.98926,East Village,TRUE,111,156,Nonprofit Organizations/Thrift Stores,info@curethriftshop.com,212-505-7467,E 12 St,,Cure Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=1861&BId=1809,POINT (-73.989258 40.73262199999999),10003,11724,70,4,50,5
341 Columbus Ave,1011290000,1028795,107,Manhattan,161,6,Contact store for details,40.7801,-73.9766,Upper West Side,FALSE,341,147,Retail Store Takeback Programs,�onlinesupport@eileenfisher.com,212-362-3000,Columbus Ave,,Eileen Fisher,https://www.eileenfisher.com/renew,POINT (-73.976598 40.780098),10024,12420,20,4,19,12
537 Central Ave,3034040000,3078600,304,Brooklyn,413,37,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.69037,-73.91117,Bushwick South,FALSE,537,731,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Central Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.91117 40.69036899999999),11207,17214,42,2,37,53
137-20 Cross Bay Blvd,4114090000,4458765,410,Queens,58,32,"Clothing, Shoes",40.67112,-73.84333,Ozone Park,FALSE,137-20,431,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Cross Bay Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.843331 40.671124),11417,24013,62,3,41,64
1410 Parkchester Rd,2039388000,2096666,209,Bronx,212,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.83516,-73.86042,Parkchester,FALSE,1410,771,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Parkchester Rd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.860417 40.835157),10462,11271,58,5,31,26
1521 Unionport Rd,2039388000,2096655,209,Bronx,212,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.8354,-73.85823,Parkchester,FALSE,1521,776,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Unionport Rd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.858233 40.835395),10462,11271,58,5,31,26
60 W 132 St,1017290000,1053865,110,Manhattan,208,9,"Clothing, Shoes, Coats",40.81151,-73.94108,Central Harlem North-Polo Grounds,TRUE,60,45,Nonprofit Organizations/Thrift Stores,firstbethel@aol.com,(212) 862-0100,W 132 St,,Bethel African Methodist Episcopal Church,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2141&BId=2097,POINT (-73.94108 40.811508),10037,13095,18,4,36,20
5001 Kings Hwy,3077340000,3213526,318,Brooklyn,724,45,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.63493,-73.92829,Flatlands,FALSE,5001,987,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Kings Hwy,,Helpsy,https://www.helpsy.co/,POINT (-73.92829 40.634925),11234,13825,5,2,26,38
2453 Westchester Ave,2039740000,2041715,210,Bronx,202,13,"Clothing, Shoes",40.83813,-73.84581,Westchester-Unionport,FALSE,2453,15,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Westchester Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.845812 40.838131),10461,11270,43,5,12,28
3560 Amboy Rd,0,0,503,Staten Island,13203,51,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.55478,-74.14029,Great Kills,FALSE,3560,79,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,Amboy Rd,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-74.140292 40.554778999999996),10308,10693,15,1,9,76
920 Teller Ave,2024220000,2001984,204,Bronx,173,17,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.82616,-73.91537,East Concourse-Concourse Village,FALSE,920,1048,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Teller Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.915377 40.826159),10451,10929,50,5,43,27
2077 Southern Blvd,2031080000,2012955,206,Bronx,36501,15,"Clothing, Shoes",40.84568,-73.885,East Tremont,FALSE,2077,563,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Southern Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.885003 40.845681000000006),10460,11269,35,5,22,31
4415 Ave L Pvt,3078240000,3217405,318,Brooklyn,730,45,"Clothing, Shoes, Coats",40.62343,-73.93256,Flatlands,TRUE,4415,309,Nonprofit Organizations/Thrift Stores,N/A,718-252-9700,Ave L Pvt,,helpinghands for life,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=124&BId=207,POINT (-73.932561 40.623428999999994),11234,13825,5,2,26,38
235 W Broadway,1001910000,1002179,101,Manhattan,33,1,Contact store for details,40.71945,-74.00589,SoHo-TriBeCa-Civic Center-Little Italy,FALSE,235,126,Retail Store Takeback Programs,help@jcrew.com,212-226-5476,W Broadway,,J. Crew,https://bluejeansgogreen.org/recycle-denim/,POINT (-74.005889 40.71944799999999),10013,12076,56,4,32,1
1051 3 Ave,1014170000,1043826,108,Manhattan,110,4,The nonprofit Free the Girls accepts gently-used bras at this store location.,40.76354,-73.96485,Lenox Hill-Roosevelt Island,TRUE,1051,53,Retail Store Takeback Programs,NYC3rd@us.rigbyandpeller.com,(646) 395-3885,3 Ave,,Rigby & Peller,https://freethegirls.org/,POINT (-73.9648527 40.76353780000001),10065,10090,23,4,51,11
18-74 Mott Ave,0,0,414,Queens,103202,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.60368,-73.75096,Far Rockaway-Bayswater,FALSE,18-74,922,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Mott Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.750958 40.60367399999999),11691,20529,51,3,47,59
1424 Herkimer St,3015720000,3042730,316,Brooklyn,367,37,"Clothing, Shoes, Coats",40.67701,-73.90629,Ocean Hill,TRUE,1424,377,Nonprofit Organizations/Thrift Stores,info@camba.org,718-675-3353,Herkimer St,,Magnolia House Women's Shelter (CAMBA),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3374&BId=3338,POINT (-73.90629 40.67701399999999),11233,13516,55,2,37,46
123-33 83 Ave,4033609000,4533202,409,Queens,216,29,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.71144,-73.82726,Kew Gardens,FALSE,123-33,224,Publicly Accessible Donation Bins,info@usagain.com,347-203-9838,83 Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.827266 40.711440999999986),11415,24011,46,3,28,60
1609 Victory Blvd,5003450000,5009334,501,Staten Island,147,50,"Clothing, Shoes, Coats",40.61369,-74.11723,Westerleigh,FALSE,1609,259,Publicly Accessible Donation Bins,N/A,631-225-5246,Victory Blvd,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-74.117229 40.613688999999994),10314,10700,4,1,14,74
26-04 18 St,4009010000,4020573,401,Queens,83,22,"Clothing, Shoes",40.77414,-73.92711,Old Astoria,FALSE,26-Apr,416,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,18 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.92711 40.774139999999996),11102,16859,39,3,4,72
260 Hamilton Ave,3005270000,3000000,306,Brooklyn,59,38,"Clothing, Shoes",40.677,-74.00245,Carroll Gardens-Columbia Street-Red Hook,FALSE,260,494,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Hamilton Ave,,Usagain LLC,http://www.usagain.com/,POINT (-74.002446 40.677003),11231,13514,14,2,7,48
1305 Cortelyou Rd,3051440000,3118362,314,Brooklyn,1522,40,"Clothing, Shoes, Linens, Accessories",40.64084,-73.96597,Flatbush,TRUE,1305,207,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7979,Cortelyou Rd,,Cortelyou Greenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=65&BId=115,POINT (-73.965968 40.640843999999994),11226,17620,60,2,11,43
1755 Coney Island Ave,3067490000,3181195,314,Brooklyn,542,48,"Clothing, Shoes, Accessories",40.61451,-73.96282,Midwood,FALSE,1755,651,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Coney Island Ave,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.962823 40.61450399999998),11230,13513,60,2,15,43
213-02 Jamaica Ave,4107590000,4230632,413,Queens,568,27,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.71613,-73.74475,Queens Village,FALSE,213-02,907,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Jamaica Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.744753 40.71612999999999),11428,24337,63,3,6,63
32 Highland Blvd,3034810000,3080572,305,Brooklyn,114201,37,"Clothing, Shoes, Coats, Other",40.67928,-73.89944,Cypress Hills-City Line,FALSE,32,1099,Publicly Accessible Donation Bins,N/A,914-573-2266,Highland Blvd,,Standard Recycling Corp,N/A,POINT (-73.899446 40.67928099999999),11207,17214,45,2,37,47
224 25 St,3006550000,3259220,307,Brooklyn,101,38,"Clothing, Shoes",40.65958,-73.99706,Sunset Park West,FALSE,224,474,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,25 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.99706100000002 40.65957800000001),11232,13515,9,2,7,45
1176 Liberty Ave,3042040000,3094467,305,Brooklyn,1188,37,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.67866,-73.86575,Cypress Hills-City Line,FALSE,1176,747,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Liberty Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.865751 40.678659),11208,17215,45,2,37,47
938 E 163 St,2027030000,2086552,202,Bronx,87,17,"Clothing, Shoes, Coats",40.82071,-73.89628,Longwood,FALSE,938,280,Publicly Accessible Donation Bins,N/A,631-225-5246,E 163 St,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.896276 40.820710000000005),10459,10937,8,5,43,24
3480 Seymour Ave,2047200000,2117042,212,Bronx,386,12,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.87776,-73.84975,Eastchester-Edenwald-Baychester,TRUE,3480,372,Nonprofit Organizations/Thrift Stores,pjohnson@unety.org,718-653-2195,Seymour Ave,,Urban Neighborhood Educational Technology for You Inc,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=323&BId=350,POINT (-73.849749 40.87776000000001),10469,11607,29,5,2,30
137-10 Farmers Blvd,4125810000,4442289,412,Queens,33402,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6732,-73.76433,Springfield Gardens North,FALSE,137-10,889,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Farmers Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.764327 40.673204),11434,24669,41,3,47,71
10 Columbus Circle,1010497000,1026318,104,Manhattan,145,3,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.76843,-73.98307,Lincoln Square,FALSE,10,810,Retail Store Takeback Programs,info@hm.com,855-466-7467,Columbus Circle,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-73.98307000000001 40.76842999999998),10019,12081,12,4,10,10
590 Midland Ave,5038150000,5054764,502,Staten Island,11202,50,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.57182,-74.09264,New Dorp-Midland Beach,FALSE,590,681,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Midland Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.09263500000002 40.57182199999998),10306,10693,30,1,14,76
150-62 78 Rd,4067110000,4145196,408,Queens,77904,24,"Clothing, Shoes, Coats",40.72099,-73.81151,Kew Gardens Hills,TRUE,150-62,366,Nonprofit Organizations/Thrift Stores,nfo@kehilatsephardim.org�,718-591-9574,78 Rd,,Jewish Food Pantry Of Ahvat Achim,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3580&BId=3564,POINT (-73.81151 40.720988),11367,14509,25,3,24,65
1190 Castle Hill Ave,2038200000,2026778,209,Bronx,92,18,"Clothing, Shoes",40.83182,-73.85069,Westchester-Unionport,FALSE,1190,531,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Castle Hill Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.850682 40.831817000000015),10462,11271,58,5,31,26
1240 E Tremont Ave,2039090000,2028411,209,Bronx,218,15,"Clothing, Shoes",40.8394,-73.87191,West Farms-Bronx River,FALSE,1240,544,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,E Tremont Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.871907 40.83940199999999),10460,11269,58,5,22,32
14402 Northern Blvd,4050140000,4113419,407,Queens,1163,20,"Clothing, Shoes, Coats, Accessories",40.76436,-73.82314,Murray Hill,FALSE,14402,72,Organizations/Thrift Stores,N/A,(718) 460-4141,Northern Blvd,,Bayside Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2314&BId=2276,POINT (-73.823143 40.764357999999994),11354,13832,22,3,3,67
1135 E 222 St,2049000000,2065816,212,Bronx,386,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.88196,-73.8493,Eastchester-Edenwald-Baychester,FALSE,1135,1033,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,E 222 St,,Helpsy,https://www.helpsy.co/,POINT (-73.849295 40.881958),10469,11275,29,5,2,30
286 Watchague Rd,5004670000,5012589,501,Staten Island,18901,50,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.61602,-74.13881,Westerleigh,FALSE,286,697,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Watchague Rd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.138811 40.616024),10314,10700,4,1,14,75
76-9 34 Ave,4012490000,4028767,403,Queens,287,25,"Clothing, Shoes, Linens, Accessories",40.75336,-73.8899,Jackson Heights,TRUE,Sep-76,200,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7972,34 Ave,,Jackson Heights Greenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=79&BId=139,POINT (-73.889904 40.753359999999994),11372,14783,65,3,5,73
268 W 96 St,1012430000,1033710,107,Manhattan,183,6,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.79482,-73.97274,Upper West Side,TRUE,268,799,Nonprofit Organizations/Thrift Stores,Donations@salvationarmyusa.org,800-728-7825,W 96 St,,The Salvation Army Of Greater New York,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=11&BId=39,POINT (-73.972741 40.79482399999999),10025,12422,20,4,19,15
112-15 Beach Channel Dr,4161660000,4303766,414,Queens,938,32,"Clothing, Shoes, Coats",40.58198,-73.83501,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,FALSE,112-15,265,Publicly Accessible Donation Bins,N/A,631-225-5246,Beach Channel Dr,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.835014 40.581980000000016),11694,20532,51,3,41,58
330 E 56 St,1013480000,1039974,106,Manhattan,108,5,"Clothing, Shoes, Accessories, Coats, Bedding And Linens",40.75796,-73.96458,Turtle Bay-East Midtown,TRUE,330,1110,Nonprofit Organizations/Thrift Stores,info@churchofgooddeeds.org,917-325-4548,E 56 St,,Church of Good Deeds,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3610&BId=3628,POINT (-73.964577 40.75796299999999),10022,12419,71,4,1,9
1500 Paerdegat Ave N,3080120000,3343625,318,Brooklyn,998,46,"Clothing, Shoes",40.62679,-73.90282,Canarsie,TRUE,1500,1133,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Paerdegat Ave N,,Planet Aid,http://www.planetaid.org/,POINT (-73.902822 40.626791),11236,13827,5,2,8,42
25 W 14 St,1008160000,1015290,105,Manhattan,54,3,Denim only.,40.73673,-73.99477,Hudson Yards-Chelsea-Flatiron-Union Square,FALSE,25,135,Retail Store Takeback Programs,N/A,212-242-2128,W 14 St,,Levi Strauss,https://www.levi.com/US/en_US/blog/article/where-to-recycle-your-clothes/�,POINT (-73.9947769 40.73672809999999),10011,12074,11,4,10,7
111-16 173 St,4102820000,4219252,412,Queens,434,27,"Clothing, Shoes, Bedding And Linens, Coats, Accessories, Rugs, Towels",40.69476,-73.7795,South Jamaica,TRUE,111-16,299,Nonprofit Organizations/Thrift Stores,vets@rocketmail.com,718-206-2376,173 St,,V.E.T.S. Inc,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3415&BId=3379,POINT (-73.779498 40.694755999999984),11433,24668,41,3,6,71
32 Jamaica Ave,3036580000,3083103,305,Brooklyn,1198,37,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67724,-73.89867,East New York,FALSE,32,983,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Jamaica Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.898665 40.677237999999996),11207,17214,45,2,37,47
